model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-4o-2024-08-06	KEGG_2021_Human	Estrogen signaling pathway	Estrogen signaling pathway	Signal Transduction and Stress Response Integration  	0.3333333333333333	0.0	0.4175426838707954	GSAI	1551	411
gpt-4o-2024-08-06	KEGG_2021_Human	Ether lipid metabolism	Ether lipid metabolism	Phospholipid Metabolism and Remodeling  	0.3333333333333333	0.0	0.633368565096736	GSAI	1225	423
gpt-4o-2024-08-06	KEGG_2021_Human	Fanconi anemia pathway	Fanconi anemia pathway	DNA Repair and Replication Stress Response  	0.0	0.0	0.4418704567021554	GSAI	1172	393
gpt-4o-2024-08-06	KEGG_2021_Human	Fat digestion and absorption	Fat digestion and absorption	Lipid Metabolism and Transport	0.25	0.0	0.5652032288888715	GSAI	1169	369
gpt-4o-2024-08-06	KEGG_2021_Human	Fatty acid biosynthesis	Fatty acid biosynthesis	Fatty Acid Biosynthesis and Metabolism  	1.0	1.0	0.8319422631568165	GSAI	1044	411
gpt-4o-2024-08-06	KEGG_2021_Human	Fatty acid degradation	Fatty acid degradation	Fatty Acid Metabolism and Beta-Oxidation  	0.6666666666666666	0.5	0.7126351559102226	GSAI	1156	590
gpt-4o-2024-08-06	KEGG_2021_Human	Fatty acid elongation	Fatty acid elongation	Very long-chain fatty acid synthesis and degradation	0.6666666666666666	0.5	0.6490132352170653	GSAI	1083	392
gpt-4o-2024-08-06	KEGG_2021_Human	Fc epsilon RI signaling pathway	Fc epsilon RI signaling pathway	Signal Transduction in Immune Response and Inflammation  	0.2	0.0	0.4288974400914358	GSAI	1265	575
gpt-4o-2024-08-06	KEGG_2021_Human	Fc gamma R-mediated phagocytosis	Fc gamma R-mediated phagocytosis	Signal Transduction and Cytoskeletal Dynamics in Phagocytosis  	0.2	0.0	0.5399007940551894	GSAI	1393	380
gpt-4o-2024-08-06	KEGG_2021_Human	Ferroptosis	Ferroptosis	Ferroptosis Induction and Regulation  	1.0	0.0	0.7901278720343892	GSAI	1148	520
gpt-4o-2024-08-06	KEGG_2021_Human	Fluid shear stress and atherosclerosis	Fluid shear stress and atherosclerosis	Cellular Stress Response and Inflammation Coordination  	0.4	0.0	0.34057102278063855	GSAI	1547	443
gpt-4o-2024-08-06	KEGG_2021_Human	Focal adhesion	Focal adhesion	Extracellular matrix remodeling and integrin-mediated signaling  	0.0	0.0	0.5140581812610938	GSAI	1779	441
gpt-4o-2024-08-06	KEGG_2021_Human	Folate biosynthesis	Folate biosynthesis	Cofactor biosynthesis and one-carbon metabolism	0.5	0.0	0.6582611836652107	GSAI	1074	310
gpt-4o-2024-08-06	KEGG_2021_Human	FoxO signaling pathway	FoxO signaling pathway	Cellular Stress Response and Signal Transduction Integration  	0.3333333333333333	0.0	0.43668160044566445	GSAI	1524	401
gpt-4o-2024-08-06	KEGG_2021_Human	Fructose and mannose metabolism	Fructose and mannose metabolism	Fructose and Glucose Metabolism Regulation  	0.75	0.3333333333333333	0.7199894534368801	GSAI	1100	472
gpt-4o-2024-08-06	KEGG_2021_Human	GABAergic synapse	GABAergic synapse	GABAergic Neurotransmission and Modulation  	0.5	0.0	0.7046022028627432	GSAI	1378	462
gpt-4o-2024-08-06	KEGG_2021_Human	Galactose metabolism	Galactose metabolism	Carbohydrate metabolism and energy homeostasis  	0.5	0.0	0.5280823425036216	GSAI	1095	450
gpt-4o-2024-08-06	KEGG_2021_Human	Gap junction	Gap junction	Signal Transduction and Cytoskeletal Dynamics Regulation  	0.0	0.0	0.34596780510147046	GSAI	1361	458
gpt-4o-2024-08-06	KEGG_2021_Human	Gastric acid secretion	Gastric acid secretion	Calcium Signaling and Ion Homeostasis	0.0	0.0	0.2852139472073901	GSAI	1305	404
gpt-4o-2024-08-06	KEGG_2021_Human	Gastric cancer	Gastric cancer	Wnt Signaling and Cellular Proliferation Regulation	0.0	0.0	0.2269979299489452	GSAI	1591	372
gpt-4o-2024-08-06	KEGG_2021_Human	Glioma	Glioma	Receptor Tyrosine Kinase Signaling and Cell Cycle Regulation  	0.0	0.0	0.24714174334632605	GSAI	1284	564
gpt-4o-2024-08-06	KEGG_2021_Human	Glucagon signaling pathway	Glucagon signaling pathway	Glucose Homeostasis and Metabolic Regulation**  	0.0	0.0	0.47201316762473833	GSAI	1432	517
gpt-4o-2024-08-06	KEGG_2021_Human	Glutamatergic synapse	Glutamatergic synapse	Glutamatergic synaptic transmission and signal modulation  	0.5	0.0	0.712897891572513	GSAI	1494	442
gpt-4o-2024-08-06	KEGG_2021_Human	Glutathione metabolism	Glutathione metabolism	Glutathione metabolism and redox homeostasis  	1.0	1.0	0.7961034649643766	GSAI	1195	446
gpt-4o-2024-08-06	KEGG_2021_Human	Glycerolipid metabolism	Glycerolipid metabolism	Lipid metabolism and energy homeostasis  	0.5	0.0	0.5962212123421249	GSAI	1225	425
gpt-4o-2024-08-06	KEGG_2021_Human	Glycerophospholipid metabolism	Glycerophospholipid metabolism	Phospholipid Metabolism and Homeostasis  	0.5	0.0	0.740980121432107	GSAI	1398	522
gpt-4o-2024-08-06	KEGG_2021_Human	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	Amino Acid and One-Carbon Metabolism  	0.4	0.0	0.5306373402711904	GSAI	1114	347
gpt-4o-2024-08-06	KEGG_2021_Human	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism and Energy Production  	0.0	0.0	0.5170702057535042	GSAI	1249	560
gpt-4o-2024-08-06	KEGG_2021_Human	Glycosaminoglycan biosynthesis	Glycosaminoglycan biosynthesis	Glycosaminoglycan Biosynthesis and Modification  	1.0	1.0	0.8624422081759695	GSAI	1219	356
gpt-4o-2024-08-06	KEGG_2021_Human	Glycosaminoglycan degradation	Glycosaminoglycan degradation	Glycosaminoglycan Catabolism and Lysosomal Disease	0.5	0.0	0.721300635338591	GSAI	1040	436
gpt-4o-2024-08-06	KEGG_2021_Human	Glycosphingolipid biosynthesis	Glycosphingolipid biosynthesis	Glycosylation and Glycan Synthesis Pathways  	0.0	0.0	0.6085013288752786	GSAI	1195	557
gpt-4o-2024-08-06	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycosylphosphatidylinositol (GPI)-Anchor Biosynthesis  	1.0	1.0	0.9525447901232835	GSAI	1074	335
gpt-4o-2024-08-06	KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	Metabolic Pathway Integration and One-Carbon Metabolism  	0.5	0.0	0.485191331912386	GSAI	1079	416
gpt-4o-2024-08-06	KEGG_2021_Human	GnRH secretion	GnRH secretion	Gonadotropin signaling and calcium channel regulation  	0.0	0.0	0.4352571920468168	GSAI	1254	356
gpt-4o-2024-08-06	KEGG_2021_Human	GnRH signaling pathway	GnRH signaling pathway	Mitogen-Activated Protein Kinase (MAPK) Signaling Pathway Modulation and Signal Transduction	0.6666666666666666	0.5	0.43278041185304666	GSAI	1375	498
gpt-4o-2024-08-06	KEGG_2021_Human	Graft-versus-host disease	Graft-versus-host disease	Immune Regulation and Antigen Presentation	0.0	0.0	0.2590551119690049	GSAI	1178	435
gpt-4o-2024-08-06	KEGG_2021_Human	Growth hormone synthesis, secretion and action	Growth hormone synthesis, secretion and action	Signal Transduction via MAPK and AKT Pathways	0.16666666666666666	0.0	0.2872930897089637	GSAI	1467	360
gpt-4o-2024-08-06	KEGG_2021_Human	HIF-1 signaling pathway	HIF-1 signaling pathway	Cellular Energy Homeostasis and Growth Regulation  	0.0	0.0	0.4008989550937237	GSAI	1414	475
gpt-4o-2024-08-06	KEGG_2021_Human	Hedgehog signaling pathway	Hedgehog signaling pathway	Hedgehog Signaling Pathway Regulation  	1.0	1.0	0.8402425572040633	GSAI	1208	534
gpt-4o-2024-08-06	KEGG_2021_Human	Hematopoietic cell lineage	Hematopoietic cell lineage	Immune System Regulation and Hematopoiesis  	0.0	0.0	0.5517689733258788	GSAI	1371	400
gpt-4o-2024-08-06	KEGG_2021_Human	Hepatitis B	Hepatitis B	Signal Transduction and Apoptotic Pathways Integration  	0.0	0.0	0.20032698530455695	GSAI	1631	386
gpt-4o-2024-08-06	KEGG_2021_Human	Hepatitis C	Hepatitis C	Immune Response Regulation and Antiviral Defense Pathways  	0.0	0.0	0.31137262098440743	GSAI	1613	360
gpt-4o-2024-08-06	KEGG_2021_Human	Hepatocellular carcinoma	Hepatocellular carcinoma	Wnt Signaling and Cell Proliferation Regulation  	0.0	0.0	0.2522859882091935	GSAI	1691	480
gpt-4o-2024-08-06	KEGG_2021_Human	Herpes simplex virus 1 infection	Herpes simplex virus 1 infection	Zinc finger transcriptional regulation and immune signaling	0.0	0.0	0.21000316985083245	GSAI	3025	335
gpt-4o-2024-08-06	KEGG_2021_Human	Hippo signaling pathway	Hippo signaling pathway	Regulation of Wnt Signaling Pathways and Cellular Polarity  	0.6666666666666666	0.5	0.481648247605175	GSAI	1661	311
gpt-4o-2024-08-06	KEGG_2021_Human	Histidine metabolism	Histidine metabolism	Amine Metabolism and Degradation	0.5	0.0	0.56731156886856	GSAI	1070	377
gpt-4o-2024-08-06	KEGG_2021_Human	Homologous recombination	Homologous recombination	Homologous Recombination and DNA Repair  	1.0	1.0	0.7642692167331315	GSAI	1134	439
gpt-4o-2024-08-06	KEGG_2021_Human	Human T-cell leukemia virus 1 infection	Human T-cell leukemia virus 1 infection	Immune Response Modulation and Cell Cycle Regulation  	0.14285714285714285	0.0	0.2850954298643715	GSAI	1908	395
gpt-4o-2024-08-06	KEGG_2021_Human	Human cytomegalovirus infection	Human cytomegalovirus infection	Signal transduction and inflammatory responses	0.0	0.0	0.2734307653240846	GSAI	1902	515
gpt-4o-2024-08-06	KEGG_2021_Human	Human immunodeficiency virus 1 infection	Human immunodeficiency virus 1 infection	Immune signaling and response regulation	0.0	0.0	0.3091462440022458	GSAI	1845	499
gpt-4o-2024-08-06	KEGG_2021_Human	Human papillomavirus infection	Human papillomavirus infection	Wnt Signaling and its Regulation  	0.0	0.0	0.14778360540325242	GSAI	2419	354
gpt-4o-2024-08-06	KEGG_2021_Human	Huntington disease	Huntington disease	Autophagy and Proteasome System Integration  	0.0	0.0	0.2385775269606638	GSAI	2368	420
gpt-4o-2024-08-06	KEGG_2021_Human	Hypertrophic cardiomyopathy	Hypertrophic cardiomyopathy	Cardiac muscle contraction and integrin-mediated signaling  	0.0	0.0	0.3585539255063642	GSAI	1344	485
gpt-4o-2024-08-06	KEGG_2021_Human	IL-17 signaling pathway	IL-17 signaling pathway	Inflammatory Response and MAPK Signaling  	0.25	0.0	0.5110903885132723	GSAI	1357	383
gpt-4o-2024-08-06	KEGG_2021_Human	Inflammatory bowel disease	Inflammatory bowel disease	Immune Response Regulation and Cytokine Signaling	0.0	0.0	0.3021394415351016	GSAI	1250	376
gpt-4o-2024-08-06	KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	Inflammatory mediator regulation of TRP channels	Calcium signaling and inflammatory response modulation  	0.16666666666666666	0.0	0.5413754187188967	GSAI	1408	377
gpt-4o-2024-08-06	KEGG_2021_Human	Influenza A	Influenza A	Innate immune response and apoptosis regulation  	0.0	0.0	0.262492721599233	GSAI	1720	438
gpt-4o-2024-08-06	KEGG_2021_Human	Inositol phosphate metabolism	Inositol phosphate metabolism	Phosphoinositide Metabolism and Signaling	0.3333333333333333	0.0	0.8049980023024818	GSAI	1316	609
gpt-4o-2024-08-06	KEGG_2021_Human	Insulin resistance	Insulin resistance	Metabolic Regulation and Insulin Signaling   	0.5	0.0	0.531007851260772	GSAI	1469	481
gpt-4o-2024-08-06	KEGG_2021_Human	Insulin secretion	Insulin secretion	Insulin secretion and glucose homeostasis	1.0	1.0	0.7972581484443426	GSAI	1356	451
gpt-4o-2024-08-06	KEGG_2021_Human	Insulin signaling pathway	Insulin signaling pathway	Insulin signaling and glucose metabolism regulation  	0.6666666666666666	0.5	0.7280432727238682	GSAI	1556	528
gpt-4o-2024-08-06	KEGG_2021_Human	Intestinal immune network for IgA production	Intestinal immune network for IgA production	Immune Response Regulation and Antigen Presentation  	0.16666666666666666	0.0	0.44412852162806626	GSAI	1189	362
gpt-4o-2024-08-06	KEGG_2021_Human	JAK-STAT signaling pathway	JAK-STAT signaling pathway	Cytokine Signaling and Immune Modulation	0.25	0.0	0.39136142271987995	GSAI	1600	290
gpt-4o-2024-08-06	KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	Kaposi sarcoma-associated herpesvirus infection	MAPK and PI3K Signaling in Autophagy and Immune Response  	0.0	0.0	0.19397320431041476	GSAI	1767	420
gpt-4o-2024-08-06	KEGG_2021_Human	Legionellosis	Legionellosis	Inflammatory and Apoptotic Signaling Pathways Integration  	0.0	0.0	0.17948372105472946	GSAI	1206	484
gpt-4o-2024-08-06	KEGG_2021_Human	Leishmaniasis	Leishmaniasis	Innate and adaptive immune response regulation  	0.0	0.0	0.20483652428522875	GSAI	1310	626
gpt-4o-2024-08-06	KEGG_2021_Human	Leukocyte transendothelial migration	Leukocyte transendothelial migration	Endothelial barrier regulation and cytoskeletal dynamics  	0.0	0.0	0.46449016540053084	GSAI	1436	389
gpt-4o-2024-08-06	KEGG_2021_Human	Linoleic acid metabolism	Linoleic acid metabolism	Phospholipid metabolism and eicosanoid synthesis  	0.3333333333333333	0.0	0.5531026142919822	GSAI	1136	375
gpt-4o-2024-08-06	KEGG_2021_Human	Lipid and atherosclerosis	Lipid and atherosclerosis	Stress Response Pathways and Immune Modulation  	0.3333333333333333	0.0	0.26503575494371223	GSAI	1859	610
gpt-4o-2024-08-06	KEGG_2021_Human	Long-term depression	Long-term depression	Signal transduction pathways involving guanylate cyclase and MAPK	0.0	0.0	0.1826003778758168	GSAI	1246	522
gpt-4o-2024-08-06	KEGG_2021_Human	Long-term potentiation	Long-term potentiation	Calcium-dependent signal transduction in neurons  	0.0	0.0	0.34355590134930364	GSAI	1264	420
gpt-4o-2024-08-06	KEGG_2021_Human	Longevity regulating pathway	Longevity regulating pathway	Regulation of Energy Homeostasis and Autophagy through mTOR Signaling	0.3333333333333333	0.0	0.49038032951676125	GSAI	1413	491
gpt-4o-2024-08-06	KEGG_2021_Human	Lysine degradation	Lysine degradation	Histone Methylation and Lysine Metabolism	0.5	0.0	0.6059225738167366	GSAI	1244	256
gpt-4o-2024-08-06	KEGG_2021_Human	Lysosome	Lysosome	Endosomal-Lysosomal Pathway and Protein Sorting  	1.0	0.0	0.43308061658464847	GSAI	1494	551
gpt-4o-2024-08-06	KEGG_2021_Human	MAPK signaling pathway	MAPK signaling pathway	Signal Transduction in Cellular Proliferation and Differentiation  	0.3333333333333333	0.0	0.4840034011160198	GSAI	2215	404
gpt-4o-2024-08-06	KEGG_2021_Human	Malaria	Malaria	Inflammatory and Immune Response Modulation  	0.0	0.0	0.22647664180178687	GSAI	1162	403
gpt-4o-2024-08-06	KEGG_2021_Human	Mannose type O-glycan biosynthesis	Mannose type O-glycan biosynthesis	O-glycan biosynthesis and modification  	0.6	0.5	0.7064669816718625	GSAI	1082	406
gpt-4o-2024-08-06	KEGG_2021_Human	Maturity onset diabetes of the young	Maturity onset diabetes of the young	Pancreatic endocrine differentiation and function  	0.0	0.0	0.32244120872490123	GSAI	1087	391
gpt-4o-2024-08-06	KEGG_2021_Human	Measles	Measles	Immune Response and Apoptosis Regulation	0.0	0.0	0.15851412892190742	GSAI	1539	528
gpt-4o-2024-08-06	KEGG_2021_Human	Melanogenesis	Melanogenesis	Wnt Signaling and Melanocyte Biology  	0.0	0.0	0.5433063825652618	GSAI	1403	491
gpt-4o-2024-08-06	KEGG_2021_Human	Melanoma	Melanoma	Growth Factor Signaling and Cell Cycle Regulation	0.0	0.0	0.24601353674069362	GSAI	1264	391
gpt-4o-2024-08-06	KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	Metabolism of xenobiotics by cytochrome P450	Xenobiotic Metabolism and Detoxification  	0.3333333333333333	0.0	0.6762754564840937	GSAI	1356	530
gpt-4o-2024-08-06	KEGG_2021_Human	MicroRNAs in cancer	MicroRNAs in cancer	Regulation of cell proliferation and apoptosis	0.0	0.0	0.3703811482942498	GSAI	2233	393
gpt-4o-2024-08-06	KEGG_2021_Human	Mineral absorption	Mineral absorption	Metal Ion Homeostasis and Transport	0.0	0.0	0.424681250456131	GSAI	1266	333
gpt-4o-2024-08-06	KEGG_2021_Human	Mismatch repair	Mismatch repair	DNA Replication and Repair Coordination  	0.5	0.0	0.4629316981175934	GSAI	1060	394
gpt-4o-2024-08-06	KEGG_2021_Human	Mitophagy	Mitophagy	Autophagy and Mitochondrial Quality Control  	0.0	0.0	0.6055581190039827	GSAI	1258	384
gpt-4o-2024-08-06	KEGG_2021_Human	Morphine addiction	Morphine addiction	GABAergic signaling modulation	0.0	0.0	0.19046784064700964	GSAI	1371	402
gpt-4o-2024-08-06	KEGG_2021_Human	Mucin type O-glycan biosynthesis	Mucin type O-glycan biosynthesis	Protein O-linked Glycosylation Pathway  	0.2	0.0	0.5787030992085407	GSAI	1156	366
gpt-4o-2024-08-06	KEGG_2021_Human	N-Glycan biosynthesis	N-Glycan biosynthesis	N-linked glycosylation and protein modification	0.3333333333333333	0.0	0.6164650949496706	GSAI	1185	618
gpt-4o-2024-08-06	KEGG_2021_Human	NF-kappa B signaling pathway	NF-kappa B signaling pathway	Regulation of NF-kappaB signaling and immune response	0.4	0.0	0.674022220261642	GSAI	1392	423
gpt-4o-2024-08-06	KEGG_2021_Human	NOD-like receptor signaling pathway	NOD-like receptor signaling pathway	Innate Immune Response Modulation and Antiviral Defense  	0.0	0.0	0.3945983838795495	GSAI	1700	554
gpt-4o-2024-08-06	KEGG_2021_Human	Natural killer cell mediated cytotoxicity	Natural killer cell mediated cytotoxicity	Immune Response and Natural Killer Cell Regulation	0.6	0.5	0.6030705694243306	GSAI	1538	440
gpt-4o-2024-08-06	KEGG_2021_Human	Necroptosis	Necroptosis	Innate Immune Response and Cell Death Regulation  	0.0	0.0	0.488575890824743	GSAI	1673	346
gpt-4o-2024-08-06	KEGG_2021_Human	Neomycin, kanamycin and gentamicin biosynthesis	Neomycin, kanamycin and gentamicin biosynthesis	Hexokinase-mediated glycolysis regulation  	0.0	0.0	0.24832678560761176	GSAI	990	245
gpt-4o-2024-08-06	KEGG_2021_Human	Neuroactive ligand-receptor interaction	Neuroactive ligand-receptor interaction	Hormonal regulation and neurotransmission	0.0	0.0	0.4533345897749852	GSAI	2388	366
gpt-4o-2024-08-06	KEGG_2021_Human	Neurotrophin signaling pathway	Neurotrophin signaling pathway	Mitogen-Activated Protein Kinase (MAPK) Signaling Pathway in Cellular Proliferation and Stress Response  	0.6666666666666666	0.5	0.4633666203677539	GSAI	1475	552
gpt-4o-2024-08-06	KEGG_2021_Human	Neutrophil extracellular trap formation	Neutrophil extracellular trap formation	Chromatin Modification and Immune Signaling Integration  	0.0	0.0	0.3759581284828204	GSAI	1816	356
gpt-4o-2024-08-06	KEGG_2021_Human	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	NAD Metabolism and Homeostasis  	0.5	0.0	0.546594500119528	GSAI	1123	351
gpt-4o-2024-08-06	KEGG_2021_Human	Nicotine addiction	Nicotine addiction	GABAergic and Glutamatergic Neurotransmission Modulation  	0.0	0.0	0.26186320441821553	GSAI	1166	486
gpt-4o-2024-08-06	KEGG_2021_Human	Nitrogen metabolism	Nitrogen metabolism	Ammonia and Carbon Dioxide Metabolism	0.5	0.0	0.6408338715662685	GSAI	1029	353
gpt-4o-2024-08-06	KEGG_2021_Human	Non-alcoholic fatty liver disease	Non-alcoholic fatty liver disease	Mitochondrial oxidative phosphorylation and metabolic regulation  	0.0	0.0	0.29569678731108245	GSAI	1680	337
gpt-4o-2024-08-06	KEGG_2021_Human	Non-homologous end-joining	Non-homologous end-joining	Non-homologous end joining (NHEJ) DNA repair	1.0	1.0	0.8281653372057496	GSAI	1026	515
gpt-4o-2024-08-06	KEGG_2021_Human	Non-small cell lung cancer	Non-small cell lung cancer	Growth Factor Signaling and Apoptosis Regulation  	0.0	0.0	0.23179294384343696	GSAI	1257	448
gpt-4o-2024-08-06	KEGG_2021_Human	Notch signaling pathway	Notch signaling pathway	Notch Signaling Pathway Regulation  	1.0	1.0	0.8320347182241469	GSAI	1204	455
